iter	Logloss
395	0.1423254228
396	0.142190985
397	0.142067986
398	0.1418514244
399	0.1416980997
400	0.1415646007
401	0.1413953883
402	0.1411786102
403	0.141065895
404	0.1408280845
405	0.1407471514
406	0.1405275385
407	0.1404124743
408	0.1402456101
409	0.140143305
410	0.1400049277
411	0.1398881862
412	0.1397653725
413	0.1396421041
414	0.1395219614
415	0.1394033485
416	0.1392770876
417	0.1390825957
418	0.1389216794
419	0.1387703251
420	0.1386487586
421	0.1385229317
422	0.1383823583
423	0.1381890728
424	0.1380748398
425	0.1374518557
426	0.1372766912
427	0.1371507571
428	0.137032376
429	0.1368556407
430	0.1367399329
431	0.1365916605
432	0.1364692216
433	0.1363909306
434	0.1362649013
435	0.1360308506
436	0.1358978388
437	0.1356840481
438	0.135473256
439	0.1353611868
440	0.1352324505
441	0.1351184673
442	0.1349895788
443	0.1348899727
444	0.1347775048
445	0.1346020933
446	0.1344241435
447	0.1342391256
448	0.1341572327
449	0.1340320582
450	0.1339467287
451	0.1337972363
452	0.1336924227
453	0.1335757271
454	0.1334682761
455	0.1333628051
456	0.1332440991
457	0.1331187289
458	0.1330016677
459	0.1329026576
460	0.1327703337
461	0.1326641805
462	0.1324839549
463	0.1323726248
464	0.1323065191
465	0.1321822586
466	0.1320864377
467	0.1319628465
468	0.1318275634
469	0.131710692
470	0.1315923304
471	0.1314598451
472	0.1313806541
473	0.1312624532
474	0.1311063924
475	0.1309800111
476	0.1308360794
477	0.1306456575
478	0.1305546468
479	0.1304322505
480	0.130305586
481	0.1301968333
482	0.1300238462
483	0.1298485532
484	0.1296920266
485	0.1296117229
486	0.1295405303
487	0.129448618
488	0.1293473543
489	0.129231459
490	0.1291107218
491	0.1289727016
492	0.1287705362
493	0.128603264
494	0.1284857054
495	0.1283711205
496	0.1282139765
497	0.1280776429
498	0.1278538489
499	0.127736094
500	0.1275789023
501	0.1274907686
502	0.1273702874
503	0.127260143
504	0.1271194634
505	0.126995889
506	0.1269564236
507	0.1268522193
508	0.1267109267
509	0.126589364
510	0.1265033404
511	0.1264275596
512	0.1262933228
513	0.1261667178
514	0.1260869624
515	0.1259170815
516	0.1257744128
517	0.1256554937
518	0.1255742028
519	0.1254917504
520	0.1253765271
521	0.1252667621
522	0.1251160346
523	0.1250214731
524	0.124920279
525	0.1247251245
526	0.1246056315
527	0.1245490533
528	0.1244571583
529	0.1243463861
530	0.1242497811
531	0.1241191571
532	0.1239986066
533	0.1238049332
534	0.1237268821
535	0.1235599184
536	0.1234340862
537	0.1233294224
538	0.1232155927
539	0.1230881652
540	0.1229711701
541	0.1228262426
542	0.1227210796
543	0.1226476526
544	0.1225684117
545	0.1224469006
546	0.1223368385
547	0.1222077225
548	0.1220910059
549	0.1219676208
550	0.1218636276
551	0.1216899809
552	0.1215724423
553	0.1213756086
554	0.1212013578
555	0.1210329133
556	0.1208759428
557	0.1207333136
558	0.1206348052
559	0.1205307866
560	0.1204402441
561	0.120288981
562	0.1201076658
563	0.1200021079
564	0.1198935772
565	0.1197963815
566	0.1196981067
567	0.1195674048
568	0.1194358251
569	0.1192829986
570	0.1191893425
571	0.1190813549
572	0.1189747807
573	0.1188685996
574	0.1188076747
575	0.1187315854
576	0.1185764731
577	0.1183934567
578	0.1182613689
579	0.1180886276
580	0.1179456651
581	0.1177929794
582	0.1175456784
583	0.1174297949
584	0.1173112639
585	0.1171880848
586	0.117095207
587	0.1170314619
588	0.1169176772
589	0.1168146355
590	0.1167089616
591	0.1165985826
592	0.1161658014
593	0.1160072916
594	0.1158654801
595	0.1157658351
596	0.1156203382
597	0.1155475054
598	0.115463968
599	0.1153682258
600	0.1152890368
601	0.1151137656
602	0.1150330268
603	0.1149498229
604	0.1148654669
605	0.1147771007
606	0.1147109098
607	0.1146045064
608	0.1144951962
609	0.1143313949
610	0.114205701
611	0.1140873709
612	0.1140071386
613	0.1138882202
614	0.1138199288
615	0.1137111054
616	0.1135355942
617	0.1134459312
618	0.1133489504
619	0.1132347497
620	0.1131250756
621	0.1130151781
622	0.1129106018
623	0.1127639024
624	0.1126841
625	0.1125697448
626	0.1124924701
627	0.1124225719
628	0.1123290941
629	0.1121748678
630	0.1120304163
631	0.1118609203
632	0.1117678101
633	0.1116414759
634	0.1116027427
635	0.1114846886
636	0.1114004587
637	0.1112894259
638	0.1112401632
639	0.1110720376
640	0.1109731107
641	0.1108761907
642	0.1107876046
643	0.1106734932
644	0.1105916829
645	0.1104977824
646	0.1103894049
647	0.1102806076
648	0.110200806
649	0.1100482552
650	0.1099174415
651	0.109860166
652	0.1097404397
653	0.1096621633
654	0.109505718
655	0.1093855897
656	0.1093068836
657	0.1091693223
658	0.1090610499
659	0.1089905185
660	0.108886646
661	0.1087678485
662	0.1086765153
663	0.1085713755
664	0.1084556885
665	0.1083443036
666	0.108230764
667	0.1081238696
668	0.1080107825
669	0.1079265195
670	0.1078173213
671	0.1077449759
672	0.1076325963
673	0.1075806736
674	0.1074649798
675	0.1073830676
676	0.1072854094
677	0.1071301923
678	0.1069790448
679	0.106874359
680	0.1067589756
681	0.1066209066
682	0.1065284445
683	0.1064109189
684	0.1063422796
685	0.106241761
686	0.1061507481
687	0.1060807524
688	0.1060056853
689	0.1059314279
690	0.1058511233
691	0.1057786209
692	0.1056869384
693	0.1055967437
694	0.1055011292
695	0.1054212595
696	0.1052841354
697	0.1051784468
698	0.1050696546
699	0.1049728362
700	0.1048299468
701	0.1047371488
702	0.1046416223
703	0.1045255179
704	0.1043730822
705	0.1042439269
706	0.1041625821
707	0.1040792781
708	0.1039897089
709	0.1039171809
710	0.1038064768
711	0.1037156946
712	0.1036066543
713	0.1034679073
714	0.1033772184
715	0.1032868088
716	0.1032062713
717	0.1030927585
718	0.1030128377
719	0.1029217311
720	0.1028243945
721	0.1027504398
722	0.1026862213
723	0.1025809534
724	0.1024813353
725	0.1023844262
726	0.1023132881
727	0.102172831
728	0.102016112
729	0.1019165093
730	0.1018355037
731	0.101721713
732	0.1016419031
733	0.101558876
734	0.1014569663
735	0.1013850567
736	0.1012854768
737	0.1011786983
738	0.1011050737
739	0.1009786889
740	0.1009047096
741	0.1007577367
742	0.100708016
743	0.100603206
744	0.1004981621
745	0.1003866677
746	0.1002833098
747	0.1001596657
748	0.1000737946
749	0.09998224758
750	0.09991614733
751	0.09982917681
752	0.09974811293
753	0.0996780747
754	0.09952142574
755	0.09939571915
756	0.09930495156
757	0.09923434705
758	0.09913718969
759	0.09903218561
760	0.09889340347
761	0.09880705664
762	0.09873891368
763	0.09867349877
764	0.09856232592
765	0.09841957384
766	0.09826142721
767	0.09819536668
768	0.09813435624
769	0.09804775225
770	0.09796145566
771	0.09786246907
772	0.09776951492
773	0.09771575788
774	0.09763042766
775	0.09754654896
776	0.09745900482
777	0.09739258119
778	0.09732769487
779	0.09724404834
780	0.0971469554
781	0.0970505105
782	0.09693996936
783	0.09681760168
784	0.09672020458
785	0.0966158554
786	0.09652111379
787	0.09620493206
788	0.0961280864
789	0.09602673961
790	0.09591608697
791	0.0957957837
792	0.09572252014
793	0.09563172597
794	0.09554420395
795	0.09544960797
796	0.09536515883
797	0.0952854981
798	0.09519606125
799	0.09508607032
800	0.09500616164
801	0.09494855415
802	0.09483651108
803	0.09471878509
804	0.09466794535
805	0.0945834417
806	0.09445921702
807	0.09432111705
808	0.09427640782
809	0.09417701714
810	0.09407134998
811	0.09396762277
812	0.09387292776
813	0.09380567644
814	0.09376177675
815	0.09364261573
816	0.09358270048
817	0.09351553796
818	0.093417122
819	0.09334943134
820	0.09324140913
821	0.09318450062
822	0.09311080131
823	0.09304720007
824	0.09293208593
825	0.092852625
826	0.09274413046
827	0.09264748304
828	0.0925308919
829	0.0924811501
830	0.09234134156
831	0.09222190565
832	0.09214293095
833	0.09204042529
834	0.0919408969
835	0.09186342888
836	0.09173866381
837	0.09163658089
838	0.09156165282
839	0.09143640808
840	0.09138133337
841	0.09129255862
842	0.09122361735
843	0.09110599652
844	0.0910606884
845	0.09094007604
846	0.09080048185
847	0.09074535266
848	0.0906794089
849	0.09055911898
850	0.09050016184
851	0.09041890846
852	0.09033825233
853	0.09026123946
854	0.09019025167
855	0.09009516788
856	0.09002736801
857	0.08992844367
858	0.08980292886
859	0.08969506712
860	0.08963983707
861	0.08956287349
862	0.0895148584
863	0.08944732951
864	0.08937327511
865	0.08927520747
866	0.08921179832
867	0.08917004138
868	0.08906272195
869	0.08896909543
870	0.08885674584
871	0.08880565026
872	0.08870354777
873	0.08864260441
874	0.0885731183
875	0.08851257307
876	0.08842326159
877	0.08835127936
878	0.08827325676
879	0.08819280998
880	0.08808993372
881	0.08797852373
882	0.08791994507
883	0.08784970567
884	0.08776747421
885	0.08772366833
886	0.08764676698
887	0.08758326933
888	0.08752043299
889	0.08746334851
890	0.08735069648
891	0.08724089388
892	0.08713065253
893	0.0870767778
894	0.08701699438
895	0.08683730737
896	0.08678201138
897	0.08674123608
898	0.08667845902
899	0.08661153904
900	0.0865063599
901	0.08643174073
902	0.08632342301
903	0.08626437092
904	0.0861854514
905	0.08612479622
906	0.08607779558
907	0.08597195083
908	0.08588247759
909	0.08575463707
910	0.08569393602
911	0.08558115279
912	0.08550368638
913	0.08542631688
914	0.0853631179
915	0.08530441833
916	0.08528461303
917	0.08522006208
918	0.08513037899
919	0.08506673004
920	0.08500618775
921	0.08490274891
922	0.08483869505
923	0.08478427661
924	0.0847488246
925	0.0846668458
926	0.08459133508
927	0.08433351727
928	0.08425997599
929	0.08420957103
930	0.08412407492
931	0.08402720591
932	0.08392407722
933	0.08387341526
934	0.08380249345
935	0.08372517493
936	0.08364448207
937	0.08354216751
938	0.0834363098
939	0.08335557821
940	0.08326672665
941	0.08321886247
942	0.08312296351
943	0.08303941034
944	0.08294614335
945	0.08289267366
946	0.08282549932
947	0.08279115649
948	0.08270493865
949	0.08264847989
950	0.08258663342
951	0.08253553198
952	0.08247556956
953	0.08236840619
954	0.08224406826
955	0.08218787721
956	0.08212893677
957	0.08207657231
958	0.08199236446
959	0.08192416614
960	0.08184750944
961	0.08177898355
962	0.0817311276
963	0.08163580477
964	0.08158111331
965	0.08147062437
966	0.08140551475
967	0.08134668735
968	0.08124992171
969	0.081183274
970	0.08110248134
971	0.08101041623
972	0.08093495964
973	0.08089530839
974	0.08084624217
975	0.08078963377
976	0.08067960696
977	0.08056502823
978	0.08051496465
979	0.08045884941
980	0.08039763291
981	0.08030112045
982	0.08023459927
983	0.08012622195
984	0.08003510317
985	0.07991257376
986	0.07984487463
987	0.07976860717
988	0.07969195661
989	0.07957662937
990	0.07950289199
991	0.07939264981
992	0.07933537556
993	0.07928373882
994	0.07918175683
995	0.07914533644
996	0.0790814199
997	0.07904973402
998	0.07893564666
999	0.07886737599
